PROPRIETARYNAME	DOSAGEFORMNAME	LABELERNAME	SUBSTANCENAME	PHARM_CLASSES	
Retin-A MICRO	INJECTION	Novartis Pharmaceuticals Corporation	BASSIA SCOPARIA POLLEN; ARTEMISIA TRIDENTATA POLLEN; AMBROSIA PSILOSTACHYA POLLEN; AMBROSIA ACANTHICARPA POLLEN; SALSOLA KALI POLLEN	"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"	333
Renova	SOLUTION	Novartis Pharmaceuticals Corporation	GIBBERELLA ZEAE	"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"	208
Retin-A	TABLET	Novartis Pharmaceuticals Corporation	RHODOTORULA MUCILAGINOSA	"Allylamine [Chemical/Ingredient],Allylamine Antifungal [EPC]"	133
Penlac	"INJECTION, SOLUTION"	Novartis Pharmaceuticals Corporation	ALTERNARIA ALTERNATA; ASPERGILLUS FUMIGATUS; CLADOSPORIUM CLADOSPORIOIDES; PENICILLIUM CHRYSOGENUM VAR. CHRYSOGENUM	"Somatostatin Analog [EPC],Somatostatin Receptor Agonists [MoA]"	238
Benzaclin	"INJECTION, SOLUTION"	Novartis Pharmaceuticals Corporation	EPICOCCUM NIGRUM; GIBBERELLA ZEAE; MUCOR PLUMBEUS	"Somatostatin Analog [EPC],Somatostatin Receptor Agonists [MoA]"	175
Klaron	"INJECTION, SOLUTION"	Novartis Pharmaceuticals Corporation	BOTRYTIS CINEREA; RHODOTORULA MUCILAGINOSA; CANDIDA ALBICANS; TRICHOPHYTON MENTAGROPHYTES	"Somatostatin Analog [EPC],Somatostatin Receptor Agonists [MoA]"	212
Carac	"INJECTION, SOLUTION"	Novartis Pharmaceuticals Corporation	MEBROFENIN	"Somatostatin Analog [EPC],Somatostatin Receptor Agonists [MoA]"	132
Noritate	"INJECTION, SOLUTION"	Novartis Pharmaceuticals Corporation	RUBIDIUM CHLORIDE RB-82	"Somatostatin Analog [EPC],Somatostatin Receptor Agonists [MoA]"	148
Benzamycin	"CAPSULE, LIQUID FILLED"	Novartis Pharmaceuticals Corporation	DIATRIZOATE MEGLUMINE	"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"	232
JUBLIA	"CAPSULE, LIQUID FILLED"	Novartis Pharmaceuticals Corporation	SINCALIDE	"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"	216
Caladryl	"CAPSULE, LIQUID FILLED"	Novartis Pharmaceuticals Corporation	GADOTERIDOL	"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"	220
Caladryl Clear	"CAPSULE, LIQUID FILLED"	Novartis Pharmaceuticals Corporation	IOPAMIDOL	"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"	224
Ambi Even and Clear Exfoliating Wash	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	GADOBENATE DIMEGLUMINE	"Aromatase Inhibitor [EPC],Aromatase Inhibitors [MoA]"	165
Ambi Even and Clear Foaming Cleanser	SOLUTION	Novartis Pharmaceuticals Corporation	AMMONIA	"Calcineurin Inhibitor Immunosuppressant [EPC],Calcineurin Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]"	230
Ambi Even and Clear Daily Moisturizer	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	HYDROFLUORIC ACID; SODIUM FLUORIDE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"	283
AMBI Fade	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	CITRIC ACID MONOHYDRATE; SODIUM BICARBONATE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"	264
Purpose	CAPSULE	Novartis Pharmaceuticals Corporation	PHENYLEPHRINE BITARTRATE; ASPIRIN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE	"Cholinesterase Inhibitor [EPC],Cholinesterase Inhibitors [MoA]"	198
Cortaid	CAPSULE	Novartis Pharmaceuticals Corporation	PHENOL; CAMPHOR (NATURAL)	"Cholinesterase Inhibitor [EPC],Cholinesterase Inhibitors [MoA]"	137
Cortaid 12-Hour Advanced	CAPSULE	Novartis Pharmaceuticals Corporation	ANHYDROUS CITRIC ACID; SODIUM BICARBONATE; ASPIRIN	"Cholinesterase Inhibitor [EPC],Cholinesterase Inhibitors [MoA]"	179
Cortaid Maximum Strength	CAPSULE	Novartis Pharmaceuticals Corporation	DIMETHICONE; CALCIUM CARBONATE	"Cholinesterase Inhibitor [EPC],Cholinesterase Inhibitors [MoA]"	159
Targretin	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN; GUAIFENESIN; DEXTROMETHORPHAN HYDROBROMIDE	"Catechol O-Methyltransferase Inhibitors [MoA],Catechol-O-Methyltransferase Inhibitor [EPC]"	240
Visudyne	"INJECTION, POWDER, FOR SOLUTION"	Novartis Pharmaceuticals Corporation	DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM	"Interleukin 2 Receptor Antagonists [MoA],Interleukin 2 Receptor-directed Antibody Interactions [MoA],Interleukin-2 Receptor Blocking Antibody [EPC]"	268
CLENZIDERM DAILY CARE FOAMING CLEANSER	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	CHLORPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN	"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"	289
CLENZIDERM THERAPEUTIC	"PATCH, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN	"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA]"	243
CLENZIDERM PORE THERAPY	"PATCH, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	ASPIRIN; CHLORPHENIRAMINE MALEATE; PHENYLEPHRINE BITARTRATE	"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA]"	230
CLENZIDERM M.D. SYSTEM	"PATCH, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	ASPIRIN; CHLORPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE BITARTRATE	"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA]"	260
CALENDULA DIAPER RASH	"PATCH, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	ASPIRIN; PHENYLEPHRINE BITARTRATE; CHLORPHENIRAMINE MALEATE	"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA]"	228
Zosyn	TABLET	Novartis Pharmaceuticals Corporation	ASPIRIN; DOXYLAMINE SUCCINATE; DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE BITARTRATE	"Glinide [EPC],Potassium Channel Antagonists [MoA]"	182
Humphreys Bendito Alcoholado	TABLET	Novartis Pharmaceuticals Corporation	ASPIRIN; DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE; CHLORPHENIRAMINE MALEATE	"Glinide [EPC],Potassium Channel Antagonists [MoA]"	212
Humphreys Alcoholado Maravilla	"TABLET, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	CHLORPHENIRAMINE MALEATE; PHENYLEPHRINE HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE; ACETAMINOPHEN	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	275
Humphreys Baby Teething Relief Very Cherry	SUSPENSION	Novartis Pharmaceuticals Corporation	DEXTROMETHORPHAN HYDROBROMIDE; ACETAMINOPHEN; DOXYLAMINE SUCCINATE; PHENYLEPHRINE HYDROCHLORIDE	"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"	280
Humphreys Baby Teething Relief Cherry Swift Strips	TABLET	Novartis Pharmaceuticals Corporation	PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	264
Humphreys Baby Teething Relief Original	TABLET	Novartis Pharmaceuticals Corporation	CAFFEINE; ASPIRIN	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	175
Abies canadensis	TABLET	Novartis Pharmaceuticals Corporation	ASPIRIN; CALCIUM CARBONATE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	161
Absinthium	CAPSULE	Novartis Pharmaceuticals Corporation	ASPIRIN; CAFFEINE	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	311
Aceticum acidum	"PATCH, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	ANHYDROUS CITRIC ACID; ASPIRIN; SODIUM BICARBONATE	"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA]"	213
Aconitum napellus	"CAPSULE, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	CITRIC ACID MONOHYDRATE; POTASSIUM BICARBONATE; SODIUM BICARBONATE	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	222
Aesculus hippocastanum	"CAPSULE, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; CHLORPHENIRAMINE MALEATE; PHENYLEPHRINE HYDROCHLORIDE	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	260
Aethusa cynapium	"CAPSULE, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	ACETAMINOPHEN; CAFFEINE; PYRILAMINE MALEATE	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	198
Agaricus muscarius	CAPSULE	Novartis Pharmaceuticals Corporation	CAFFEINE; PYRILAMINE MALEATE; ACETAMINOPHEN	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	345
Agnus castus	TABLET	Novartis Pharmaceuticals Corporation	ACETAMINOPHEN; PAMABROM	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	155
Agraphis nutans	TABLET	Novartis Pharmaceuticals Corporation	ACETAMINOPHEN; DIPHENHYDRAMINE CITRATE	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	173
Allium cepa	TABLET	Novartis Pharmaceuticals Corporation	OVINE DIGOXIN IMMUNE FAB	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	155
Allium sativum	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	POTASSIUM BITARTRATE; SODIUM BICARBONATE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"	266
Alumen	CAPSULE	Novartis Pharmaceuticals Corporation	UNDECYLENIC ACID	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	306
Alumina	"TABLET, DELAYED RELEASE"	Novartis Pharmaceuticals Corporation	PYRANTEL PAMOATE	Antimetabolite Immunosuppressant [EPC]	120
Aluminum metallicum	"TABLET, DELAYED RELEASE"	Novartis Pharmaceuticals Corporation	CALENDULA OFFICINALIS FLOWER; ECHINACEA ANGUSTIFOLIA; LYTTA VESICATORIA	Antimetabolite Immunosuppressant [EPC]	187
Ambra grisea	"INJECTION, SOLUTION, CONCENTRATE"	Novartis Pharmaceuticals Corporation	CARBAMIDE PEROXIDE	"Bisphosphonate [EPC],Diphosphonates [Chemical/Ingredient]"	155
Ambrosia artemisiaefolia	"INJECTION, POWDER, FOR SOLUTION"	Novartis Pharmaceuticals Corporation	PHENOL; GLYCERIN	"Interleukin 2 Receptor Antagonists [MoA],Interleukin 2 Receptor-directed Antibody Interactions [MoA],Interleukin-2 Receptor Blocking Antibody [EPC]"	254
Ammonium muriaticum	"INJECTION, SOLUTION"	Novartis Pharmaceuticals Corporation	ZINC UNDECYLENATE; UNDECYLENIC ACID	"Adrenergic beta-Antagonists [MoA],beta-Adrenergic Blocker [EPC]"	172
Ammonium phosphoricum	TABLET	Novartis Pharmaceuticals Corporation	ZINC OXIDE; FERRIC OXIDE RED	"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA]"	145
Amygdalus persica	CAPSULE	Novartis Pharmaceuticals Corporation	RESORCINOL; SULFUR	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	319
Amyl nitrosum	CAPSULE	Novartis Pharmaceuticals Corporation	SULFACETAMIDE; SULFUR	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	318
Anacardium occidentale	CAPSULE	Novartis Pharmaceuticals Corporation	OCTOCRYLENE; OCTISALATE; AVOBENZONE	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	341
Anacardium orientale	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	TRICLOSAN	"Aromatic Amino Acid [EPC],Amino Acids, Aromatic [Chemical/Ingredient],Catechol O-Methyltransferase Inhibitors [MoA],Catechol-O-Methyltransferase Inhibitor [EPC]"	244
Anagallis arvensis	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	OCTOCRYLENE; AVOBENZONE	"Aromatic Amino Acid [EPC],Amino Acids, Aromatic [Chemical/Ingredient],Catechol O-Methyltransferase Inhibitors [MoA],Catechol-O-Methyltransferase Inhibitor [EPC]"	256
Anatherum muriaticum	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	OATMEAL	"Aromatic Amino Acid [EPC],Amino Acids, Aromatic [Chemical/Ingredient],Catechol O-Methyltransferase Inhibitors [MoA],Catechol-O-Methyltransferase Inhibitor [EPC]"	242
Antimonium crudum	TABLET	Novartis Pharmaceuticals Corporation	OCTINOXATE; OCTISALATE; OCTOCRYLENE; OXYBENZONE; TITANIUM DIOXIDE	"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],mTOR Inhibitor Immunosuppressant [EPC],mTOR Inhibitors [MoA],Decreased Immunologic Activity [PE]"	381
Antimonium iodatum	TABLET	Novartis Pharmaceuticals Corporation	ADAPALENE; BENZOYL PEROXIDE	"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],mTOR Inhibitor Immunosuppressant [EPC],mTOR Inhibitors [MoA],Decreased Immunologic Activity [PE]"	344
Antimonium tartaricum	TABLET	Novartis Pharmaceuticals Corporation	FLUOCINOLONE ACETONIDE; HYDROQUINONE; TRETINOIN	"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],mTOR Inhibitor Immunosuppressant [EPC],mTOR Inhibitors [MoA],Decreased Immunologic Activity [PE]"	367
Apis mellifica	TABLET	Novartis Pharmaceuticals Corporation	LIDOCAINE; TETRACAINE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	154
Apis venenum purum	"CAPSULE, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	ROFLUMILAST	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	168
Aralia racemosa	"CAPSULE, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	GEFITINIB	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	163
Aranea diadema	"CAPSULE, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	ACALABRUTINIB	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	166
Argentum nitricum	"CAPSULE, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	OLAPARIB	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	164
Arnica	"CAPSULE, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	FULVESTRANT	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	156
Arsenicum album	"CAPSULE, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	ACLIDINIUM BROMIDE	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	172
Arsenicum bromatum	"INJECTION, SOLUTION"	Novartis Pharmaceuticals Corporation	GOSERELIN ACETATE	"Bisphosphonate [EPC],Diphosphonates [Chemical/Ingredient]"	147
Arsenicum iodatum	TABLET	Novartis Pharmaceuticals Corporation	METOPROLOL SUCCINATE; HYDROCHLOROTHIAZIDE	"Kinase Inhibitor [EPC],Protein Kinase Inhibitors [MoA]"	154
Arsenicum metallicum	TABLET	Novartis Pharmaceuticals Corporation	OSIMERTINIB	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	151
Artemisia vulgaris	TABLET	Novartis Pharmaceuticals Corporation	LESINURAD	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	147
Arum triphyllum	TABLET	Novartis Pharmaceuticals Corporation	BENRALIZUMAB	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	147
Arundo mauritanica	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	NALOXEGOL OXALATE	"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"	187
Asarum europaeum	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	DURVALUMAB	"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"	178
Aurum iodatum	"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"	Novartis Pharmaceuticals Corporation	GLYCOPYRROLATE; FORMOTEROL FUMARATE	"Iron Chelating Activity [MoA],Iron Chelator [EPC]"	177
Aurum metallicum	"TABLET, FOR SUSPENSION"	Novartis Pharmaceuticals Corporation	SAXAGLIPTIN HYDROCHLORIDE	"Iron Chelating Activity [MoA],Iron Chelator [EPC],Cytochrome P450 3A4 Inducers [MoA],Cytochrome P450 2C8 Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	257
Aurum muriaticum	"TABLET, FOR SUSPENSION"	Novartis Pharmaceuticals Corporation	SAXAGLIPTIN HYDROCHLORIDE; METFORMIN HYDROCHLORIDE	"Iron Chelating Activity [MoA],Iron Chelator [EPC],Cytochrome P450 3A4 Inducers [MoA],Cytochrome P450 2C8 Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	282
Badiaga	"TABLET, FOR SUSPENSION"	Novartis Pharmaceuticals Corporation	DAPAGLIFLOZIN PROPANEDIOL	"Iron Chelating Activity [MoA],Iron Chelator [EPC],Cytochrome P450 3A4 Inducers [MoA],Cytochrome P450 2C8 Inhibitors [MoA],Cytochrome P450 1A2 Inhibitors [MoA]"	248
Baptisia tinctoria	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	DAPAGLIFLOZIN PROPANEDIOL; METFORMIN HYDROCHLORIDE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"	280
Baryta carbonica	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	EXENATIDE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"	237
Baryta muriatica	SOLUTION	Novartis Pharmaceutical Corporation	DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE	"Cyclooxygenase Inhibitors [MoA],Decreased Prostaglandin Production [PE],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"	275
Belladonna	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	VANDETANIB	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	271
Bellis perennis	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	ALUMINUM SESQUICHLOROHYDRATE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient]"	294
Benzinum	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	ZINC OXIDE; TITANIUM DIOXIDE	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	287
Benzoicum acidum	"TABLET, FILM COATED"	Novartis Pharmaceuticals Corporation	OCTINOXATE; TITANIUM DIOXIDE	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient],Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	295
Berberis aquifolium	"CAPSULE, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	OCTINOXATE; OCTISALATE; TITANIUM DIOXIDE	"Central Nervous System Stimulant [EPC],Central Nervous System Stimulation [PE]"	198
Berberis vulgaris	SOLUTION	Novartis Pharmaceuticals Corporation	OCTINOXATE; HOMOSALATE; AVOBENZONE; OCTISALATE; OXYBENZONE	"Aminoglycoside Antibacterial [EPC],Aminoglycosides [Chemical/Ingredient]"	191
Beryllium metallicum	GRANULE	Novartis Pharmaceuticals Corporation	TITANIUM DIOXIDE; HOMOSALATE; OCTISALATE; OCTINOXATE	"Allylamine [Chemical/Ingredient],Allylamine Antifungal [EPC]"	175
Bismuthum metallicum	GRANULE	Novartis Pharmaceuticals Corporation	HYDROCORTISONE; CLIOQUINOL	"Allylamine [Chemical/Ingredient],Allylamine Antifungal [EPC]"	149
Blatta orientalis	"PATCH, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	OCTINOXATE; OCTOCRYLENE; OXYBENZONE; ZINC OXIDE	"Cholinesterase Inhibitor [EPC],Cholinesterase Inhibitors [MoA]"	185
Borax	"PATCH, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	OCTINOXATE; OCTOCRYLENE; ZINC OXIDE	"Cholinesterase Inhibitor [EPC],Cholinesterase Inhibitors [MoA]"	161
Bovista	"PATCH, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	OCTOCRYLENE; OCTINOXATE; ZINC OXIDE	"Cholinesterase Inhibitor [EPC],Cholinesterase Inhibitors [MoA]"	163
Bromium	SUSPENSION	Novartis Pharmaceuticals Corporation	UREA	"Decreased Central Nervous System Disorganized Electrical Activity [PE],Mood Stabilizer [EPC],Cytochrome P450 3A4 Inducers [MoA],Cytochrome P450 1A2 Inducers [MoA],Cytochrome P450 2B6 Inducers [MoA],Cytochrome P450 2C9 Inducers [MoA],Cytochrome P450 2C19 Inducers [MoA]"	325
Bryonia	TABLET	Novartis Pharmaceuticals Corporation	ANHYDROUS CITRIC ACID; GLUCONOLACTONE; MAGNESIUM CARBONATE	"Decreased Central Nervous System Disorganized Electrical Activity [PE],Mood Stabilizer [EPC],Cytochrome P450 3A4 Inducers [MoA],Cytochrome P450 1A2 Inducers [MoA],Cytochrome P450 2B6 Inducers [MoA],Cytochrome P450 2C9 Inducers [MoA],Cytochrome P450 2C19 Inducers [MoA]"	375
Bufo rana	"TABLET, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	DEXTROSE MONOHYDRATE; SODIUM CHLORIDE	"Decreased Central Nervous System Disorganized Electrical Activity [PE],Mood Stabilizer [EPC],Cytochrome P450 3A4 Inducers [MoA],Cytochrome P450 1A2 Inducers [MoA],Cytochrome P450 2B6 Inducers [MoA],Cytochrome P450 2C9 Inducers [MoA],Cytochrome P450 2C19 Inducers [MoA]"	374
Cadmium metallicum	"TABLET, EXTENDED RELEASE"	Novartis Pharmaceuticals Corporation	"DEXTROSE MONOHYDRATE; SODIUM LACTATE; POTASSIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE"	"Decreased Central Nervous System Disorganized Electrical Activity [PE],Mood Stabilizer [EPC],Cytochrome P450 3A4 Inducers [MoA],Cytochrome P450 1A2 Inducers [MoA],Cytochrome P450 2B6 Inducers [MoA],Cytochrome P450 2C9 Inducers [MoA],Cytochrome P450 2C19 Inducers [MoA]"	471
